genre,interpret,album,release_year,songtitle,decade,lyrics
Pop,Herbert Grönemeyer,Zwo,1980,Ich hab dich lieb,1980,"Ich hab dich lieb LyricsIch hab dich lieb
Ich hab grad zart
An dich gedacht
Wie du behutsam und ganz sacht
Mich total verrückt gemacht!
Du kamst wann du wolltest
Gingst morgens um acht!
Tausend und eine - eine Nacht!

Ich hab dich lieb, so lieb
Lieber als Du denkst!
Ich hab dich lieb, so lieb
Auch wenn Du nicht an mir hängst!
Du wolltest dich nicht an mich binden
Bin ich so n'oller Baum?
Eine Familie mit dir
Das war mein Traum
Doch dir war's viel zu früh!
Es gibt bestimmt auch noch bessere -
Andre als mich
Du willst dich erst umsehen - man weiß ja nie…

Ich hab dich lieb, so lieb
Lieber als je zuvor
Ich hab dich lieb, so lieb
Ich nehm's halt mit Humor!

Ruf doch mal wieder an und
Erzähl mir was du treibst
Ist ganz egal wann und
Überrasch' mich, komm her und sag
Dass du bleibst - für immer jetzt
Für ewig, oder mehr…

Doch halt! Ich muss wohl schon träumen!
Jeder hat so seinen Tick
Für deine Suche - wünsch' ich dir viel Glück!

Ich hab dich lieb, so lieb
Ich hoffe du verzeihst!
Ich hab dich lieb, so lieb
Ich will nur dass du's weißt!
You might also likeIch hab dich lieb, so lieb
Lieber als je zuvor
Ich hab dich lieb, so lieb
Ich nehm's halt mit Humor!

Ich hab dich lieb, so lieb
Lieber als du denkst!
Ich hab dich lieb, so lieb
Auch wenn du nicht an mir hängst!Embed"
Pop,Herbert Grönemeyer,Zwo,1980,Commander,1980,"Commander LyricsDu fuhrst noch nie nach Oregon
Mein Ami-Schlitten aus Chrom
Vor dreißig Jahren
Warst du die Sensation
Mein Kinder-Spielzeugauto-Traum
Steht links vom Telefon
Roter Commander, fahr' doch schon!

Der Himmel ist groß
Die Highway rast davon
Und die Zeit ist zeitlos
Ich seh' Oregon!
Und sie heißt Marylin!
Some like it hot!
In Salem die Main Street
Mein Bus Stop ist noch dort
Ich komme, Marylin!

Doch du fährst nie nach Oregon
Mein Ami-Schlitten aus Chrom
Denn heutzutage
Bist du längst Schrott und Illusion
Mein verstaubter Spielzeug-Traum
Parkst links vom Telefon

Roter Commander, fahr' doch schon!

Der Himmel ist groß
Die Highway rast davon
Und die Zeit ist zeitlos
Ich seh' Oregon!

Und sie heißt Marylin
Some like it hot
In Salem die Main Street
Mein Bus-Stop ist noch dort

Ein Song aus Beton
Die Räder singen mit
Ich sitze im Fond
Wo ist der Zenit
Marylin?You might also likeEmbed"
Pop,Herbert Grönemeyer,Zwo,1980,Bruno,1980,"Bruno LyricsBruno – ganz cool
Du gehörst jetzt dazu
Dein Seidenschal
Mensch, wie der stark reinknallt!
Du stehst da, mit viel Bla-Bla
Du stehst nur da

Bruno, wer hat dich so glatt geschliffen

Hast du das selbst gemacht?
Bruno, du hast früher d'rauf gepfiffen
Du hättest dich verlacht
Heut' bist du satt, deine Kanten sind glatt
Na dann, gute Nacht!
Bruno – kommt rein
Schwebt erst mal durch's Lokal
Lädt alle ein
Kinder kommt, ich hab' es ja
Dann steht er da, mit viel Bla-Bla
Dann steht er da

Bruno, was ist bloß aus dir geworden?
Du warst doch mal normal
Bruno, du kriegst bald den Mode-Orden
Sieger der Damenwahl
Heut' bist du satt, deine Kanten sind glatt
Na dann, gute Nacht!

Er war mal der
Der nichts aufs Äußere gab
Heut' ist er wer
Gestern liegt längst im Grab
Er steht nur da, mit viel Bla-Bla
Er steht nur da

Bruno, Mensch wir zwei, wir konnten saufen
Nächtelang diskutieren
Bruno, Mensch jetzt willst du Freunde kaufen
Du, das geht nicht mit mir
Du bist mir zu satt, deine Kanten zu glatt
Na dann, gute Nacht!You might also likeEmbed"
Pop,Herbert Grönemeyer,Zwo,1980,Ich bin wieder soweit,1980,"Ich bin wieder soweit LyricsDu hast dich bemüht
Mich umsorgt, mich gepflegt
An meinem Stamm gesägt

Hast mich gestreichelt
Mich langsam wieder aufgebaut
Mir nicht mehr vertraut

Ich hab' lange durchgehalten
Eine harte, schwere Zeit
Alles ist wieder beim Alten
Es tut mir wirklich Leid
Ich bin wieder soweit
Du hast alles entschieden
Mich behütet, mich gewärmt
Dich von mir entfernt

Hast mich mit mir betrogen
Deine Freundschaft mir entzogen
Mich bemuttert nach dem Entzug
Nicht mehr als Mann geachtet
Mich als Pflegefall betrachtet
Ich wurde nie gesund genug

Ich weiß, daß du's gut gemeint hast
Bin nicht nur an dir gescheitert
Hab' auch mit mir keine Geduld
Hatte mir soviel vorgenommen
Bin nicht sehr weit gekommen
Es ist meine eigene Schuld

Ich hab' lange durchgehalten
Eine harte, schwere Zeit
Alles ist wieder beim Alten
Es tut mir wirklich Leid
Ich bin wieder soweit

Es ist wieder da
Dieses Zittern, diese Angst
Warum weiß ich nicht, warum
You might also likeIch trink' nur noch 'n kleinen
Nur noch diesen einen
Dann geht es schon vorbei

Aber ich hab' doch durchgehalten
Eine lange, schöne Zeit
Alles ist wieder beim Alten
Es tut mir wirklich Leid
Ich bin wieder soweitEmbed"
Pop,Herbert Grönemeyer,Zwo,1980,Kairo,1980,"Kairo LyricsVater legt nirgendwo mehr Hand an
Sitzt im Schaukelstuhl
Pfeift vor sich hin
Wartet jeden Abend geduldig auf den Sandmann
Mutter spricht mit ihm kein Wort
Es hat sowieso keinen Sinn

Was geschah am Sonntagabend?
Die Heizung fiel aus
Die Zimmer eiskalt
Vater schläft in solchem Fall in seinem Wohnwagen
Mutter macht das Fernsehen aus
Geht mit 'nem dicken Schal in den Wald
Daß Papa nichts weiß
Macht Mama nicht heiß
Sie wollte schon immer mal nach Kairo
Ist Mama im Wald
Wird Papa bald kalt
Es ist alles so, wie es sein soll
Er ließ sich viel zu früh pensionieren
Soll er ruhig frieren

Vater spricht sein Leben auf Kassette
Brummt ein Lied
Mutter erwähnt er nie
Die tratscht derweil mit ihrer Freundin um die Wette:
Wie wird man bloß den Alten los?
Er denkt genauso über sie

Was Mama nicht weiß
Papa ist schon ganz heiß
Er wollte immer allein nach Kairo
Mach' ich sie im Wald
Oder wo sonst kalt?
Es wird alles so, wie es sein soll
Er ließ sich extra früh pensionieren
Jetzt muß 'mal was passieren

Nimmt man sich 'n Killer?
Ertränk' ich ihn im See?
Vielleicht hilft mir Frau Müller – denn
Sie ist so eine gute Fee
You might also likeWas sucht ein Wohnwagen
Mitten im Waldsee?
Im Haus ist's wieder warm
Draußen fällt der Schnee
Sie trinken mit Wohlbehagen
Ein Tässchen Tee

Die Arbeit im Wald
Machte die Händchen kalt
Und wie geht's Papa im See?

Daß es Papa nicht weiß
Macht Mama nicht heiß
Frau Müller fährt mit nach Kairo

Papa liegt auf Eis
Mutter wird so heiß
Es ist alles so, wie es sein soll
Er ließ sich viel zu früh pensionieren
Soll er ruhig frierenEmbed"
Pop,Herbert Grönemeyer,Zwo,1980,Besser du gehst jetzt,1980,"Besser du gehst jetzt LyricsDu weißt ja, er
Ist mein bester Freund
Und er wird's auch immer sein

Er vertraut mir sehr
Genauso umgekehrt
Und es fiel ihm niemals ein
Daß ich verliebt in seine Freundin bin
Und seine Freundin auch in mich
Darauf kommt er nicht, das wär' zuviel für ihn
Geh' zurück, laß' ihn nicht im Stich
Die Liebe einer Freundin
Und die Liebe
Von einem Freund
Kann man nicht vergleichen
Du fragst mich, wie ist das gemeint

Die Freundschaft zwischen ihm und mir
Kann ich dir nicht erklären
Auf jeden Fall, du gehörst zu ihm
Ich will und darf das nicht zerstören

Besser du gehst jetzt
Schau' nicht so verletzt
Es ist richtig so
Ich lieb' dich und du weißt, wie sehr ich dich brauch'

Besser du gehst jetzt
Halt mich nicht so fest
Ja, du weißt
Ich lieb' dich, aber er liebt dich auch

Ruf' nicht mehr an
Du mußt verstehen:
Mit uns beiden ist es aus

Wein jetzt nicht, mir tut's genauso weh
Wir kommen da schon 'raus
You might also likeIch kenne ihn, er fühlt genau wie ich
Und ich weiß, er liebt dich sehr
Enttäuschen dürfen wir ihn nicht
Das wär' einfach nicht fair

Besser du gehst jetzt
Halt mich nicht so fest
Ja, du weißt
Ich lieb' dich, aber er liebt dich auchEmbed"
Pop,Herbert Grönemeyer,Zwo,1980,Helga,1980,"Helga LyricsVor dem Bahnhofskiosk
Stand sie und bot sich an
Mancher nahm sie mit

Jung oder alt war sie nicht
Weder schön noch blaß
Sie lag so im Schnitt

Sie hieß wohl Helga
Wenn man sie ansah ihr Blick
War irgendwie klar
Einmal war ich bei ihr
Ich war g'rad' sechzehn
Ich weiß noch, das Licht war so rot
Plötzlich war mein Mut dahin
Und ich rannte
Ich dachte nur noch, schnell von hier fort

Und jedesmal, wenn mein Zug fuhr
Und ich zum Bahnsteig ging
Hat sie so gelacht

Ich schlich oft an ihr vorbei
Sie hat mich stets entdeckt
Es hat ihr Spaß gemacht

Ich glaub, sie hieß Helga
Sie stand jeden Tag da, ihr Blick
War irgendwie klar

Einmal war ich bei ihr
Ich war g'rad' sechzehn
Ich weiß noch, das Licht war so rot
Plötzlich war mein Mut dahin
Und ich rannte
Ich dachte nur noch, schnell von hier fort
Plüsch auf dem Bett
You might also likeZwei Straußen-Federn
Das ist die Erinnerung, die ich noch an sie hab'
Und zitternde Knie
Die erste Erfahrung
Damals, als es für mich noch soviel zu lernen gab

Sie steht längst nicht mehr dort
Ich hoff', daß sie Liebe bei irgendwem fand
Sie steht längst nicht mehr dort
Auch wenn nichts geschah, ich hab' sie gekannt

Vor dem Bahnhofskiosk ...Embed"
Pop,Herbert Grönemeyer,Zwo,1980,All die Jahre,1980,"All die Jahre LyricsNein – anders will ich's nicht
Warum fragst du plötzlich so?
Ja – ich lieb' dein Gesicht
Warum fragst du plötzlich so?

All die Jahre – welche Jahre
Welche Jahre – all die Jahre

Ich mein unsere
Du meinst deine
Die du älter bist als ich
Niemals hat uns das gestört
Jetzt auf einmal quält es dich
Heute – hast du 'was gehört
Über uns, warum quälst du dich?

All die Jahre – welche Jahre
Welche Jahre – all die Jahre

Ich mein unsere
Du meinst deine
Die du älter bist als ich

Nur weil jemand über uns geflüstert
Fängst du zu zweifeln
Die sind doch von gestern und fad
Laß' sie, Gerede hat uns doch nie interessiert

All die Jahre – welche Jahre
Welche Jahre – all die Jahre

Die wir zusammen sind
Und die wir uns lieben
Davon wissen die doch nichtsYou might also likeEmbed"
Pop,Herbert Grönemeyer,Zwo,1980,Muskeln,1980,"Muskeln LyricsLeicht, lässig und locker sein
Voll durchtrainiert vom Kopf bis zu den Zeh'n
Lernt man nur im Bodybuilding-Verein
Man kann vor Kraft kaum noch gehen
Schon stehen tut weh

Lieber 'n paar Muskeln zu viel
Als ein dünnes Nichts zu sein
Und nur Erfolg beim Schach
Lieber 'n paar Muskeln zu viel
Als dick
Stark sein macht so schwach
Tagelang vorm häuslichen Spiegel stehen
Leicht eingeölt, den Oberkörper frei
Sich in verschiedensten Posen ergehen
Frisch, fromm, fettig und frei
Muskelspielerei

Lieber 'n paar Muskeln zu viel
Als ein dünnes Nichts zu sein
Und nur Erfolg beim Schach
Lieber 'n paar Muskeln zu viel
Als dick
Stark sein macht so schwach

Weniger Grips, lieber mehr Bizeps
Eine falsche Bewegung
Ein Muskel gezerrt
In einem gesunden Körper
Steckt auch ein gesunder Geist
Auch wenn ab und zu eine Sehne reißt

Lieber 'n paar Muskeln zu viel
Als ein dünnes Nichts zu sein
Und nur Erfolg beim Schach
Lieber 'n paar Muskeln zu viel
Als dick
Stark sein macht so schwachYou might also likeEmbed"
Pop,Herbert Grönemeyer,Total egal,1982,Total egal,1980,"Total egal LyricsDen Job geschafft vor nur dreißig Leuten
So'n mieses Kaff, nur Zeit vergeudet
Haben nichts begriffen und uns auch noch ausgepfiffen
Waren wirklich zu blöd, nichts wie nach Hause
Immer nur geradeaus
Denk' an dich und schon ist alles vergessen

Zusammen mit dir können die Tomaten ruhig fliegen
Können mir die Massen zu Füßen liegen
Zusammen mit dir ist mir alles total egal
Alles einfach nur schön, ich spür' die Lust in mir
Sofort durchzudreh'n und alles wegen dir
Du bist der beste Dirigent für mein Instrument
Du machst mich schier verrückt, was will ich mehr
Als daß du da bist
Du bist Glück, du bringst mich in Verzückung

Zusammen mit dir können die Tomaten ruhig fliegen
Können mir die Massen zu Füßen liegen
Zusammen mit dir ist mir alles total egal

Ich war wirklich so gut wie nie
Sie haben gebuht wie nie
Ich will nach Hause
Will nicht mehr dran denken
Denk' an dich und schon ist alles vergessen

Zusammen mit dir können die Tomaten ruhig fliegen
Können mir die Massen zu Füßen liegen
Zusammen mit dir ist mir alles total egalYou might also likeEmbed"
Pop,Herbert Grönemeyer,Total egal,1982,Currywurst,1980,"Currywurst LyricsGehste inne Stadt
Wat macht dich da satt
'ne Currywurst

Kommste vonne Schicht
Wat schönret gibt et nich
Als wie Currywurst

Mit Pommes dabei
Ach, dann gebense gleich zweimal Currywurst
Biste richtig down
Brauchste wat zu kaun
'ne Currywurst

Willi, komm geh mit
Ich krieg Appetit
Auf Currywurst

Ich brauch wat in Bauch
Für mein Schwager hier auch noch ne Currywurst

Oh Willi, wat is dat schön
Wie wir zwei hier stehn
Mit Currywurst

Oh Willi, wat is mit dir
Trinkste noch n' Bier
Zur Currywurst

Ker scharf is die Wurst
Mensch dat gibt'n Durst, die Currywurst

Bisse dann richtig blau
Wird dir ganz schön flau
Von Currywurst
You might also likeRutscht dat Ding dir aus
Gehse dann nach Haus
Voll Currywurst

Aufm Hemd auffer Jacke
Ker wat ist dat ne k.... alles voll Currywurst

Komm Willi
Bitte, bitte, komm geh mit nach Hause
Hörma ich kriegse wenn ich so nach Hause komm
Willi, Willi, bitte, du bisn Kerl nach mein Geschmack
Willi, Willi komm geh mit, bitte WilliEmbed"
Pop,Herbert Grönemeyer,Total egal,1982,Anna,1980,"Anna LyricsAnna, es fällt mir furchtbar schwer
Alle Beschreibungen wirken leer
Du bist nichts, was man so sagt

Du hast kein freundliches Naturell
Deine Launen wechseln schnell
Du küsst mich nur, wenn ich dich frag'

Du kannst mit deinen Maschen
Einen ganz schön überraschen
Bist dir sicher du wirst nicht alt
Gesund zu leben lässt dich kalt
Rauchst soviel, wie's eben geht

Bei dir muss immer was passieren
Ich muss mich ewig engagieren
Du bist ständig leicht überdreht

Wenn ich dann erschöpft im Bette liege
Bist du noch lang nicht müde

Ich hab dich viel lieber als es klingen mag
G'rad' weil du so bist, lieb' ich dich sehr
Ich weiß auch nicht, wie's mit dir ist
Es ist einfach unbeschreiblich
Ich brauch' dich

Anna, du bist schon nicht mehr schlank
Schon eher magerkrank
Hältst konstant dein Untergewicht

Findest meine Witze oft flau
Kennst meine Schwächen zu genau
Manchmal nervt dich mein Gesicht

Wenn ich mich nicht ständig um dich kümmer'
Mach' ich alles nur noch schlimmer
You might also likeIch hab' dich viel lieber als es klingen mag
G'rad' weil du so bist, lieb' ich dich sehr
Ich weiß auch nicht, wie's mit dir ist
Es ist einfach unbeschreiblich
Ich brauch' dich

In dich könnt ich mich immer aufs neu' verlieben
Ist noch nichtmals übertrieben

Anna, meine Poesie
Die mochtest du noch nie
Jetzt siehst du, was du davon hastEmbed"
Pop,Herbert Grönemeyer,Total egal,1982,So gut,1980,"So gut LyricsWarum bin ich weg von dir
Ich weiß es bis heute nicht
Du warst immer so lieb zu mir
Es war einfach unsinnig

Warum bin ich weg von dir
Ich hab's mit andern ausprobiert
Hab immer bloß festgestellt
Daß jede mich nur zu dir führt

Du bist so gut für mich
Hey, wieso war ich so blind
Ich mach' dich nie mehr unglücklich
Bitte, ich möchte zurück zu dir
Warum bin ich weg von dir
Ich war einfach widerlich
Ich seh' es noch genau vor mir
Dein kleines Gesicht

Du hast geweint, deine Augen rot
Ich bin gegangen
Ich schlug die Gefühle tot
Laß' uns neu anfangen

Du bist so gut für mich
Hey, wieso war ich so blind
Ich mach' dich nie mehr unglücklich
Bitte, ich möchte zurück zu dir

Warum bin ich weg von dir
Ohne dich ist alles sinnlos
Meine Gedanken gehören dir
Meine Sehnsucht ist riesengroßYou might also likeEmbed"
Pop,Herbert Grönemeyer,Total egal,1982,Frag mich nicht,1980,"Frag mich nicht LyricsFrag' mich nicht warum
Ich dich nicht lieben kann
Du bist lieb und zärtlich
Du bist schön, was will ich eigentlich mehr
Wir sitzen stundenlang
Zusammen und zerreden uns
Ich tu' dir weh, indem ich sag'
Daß ich dich gerne mag

Sag' mir doch warum
Flieh' ich, wenn du mich umarmst
Ich bin völlig hilflos, wenn ich spür'
Daß du zuviel verlangst
Ich brauche deine Nähe
Doch ich verbrauche deine Kraft
Ich tu dir weh, indem ich sag'
Daß ich dich gerne mag
Ich verlebe dein Gefühl
Wie ein Parasit brauch' ich dich auf
Ein Gedanke, der mich lähmt
Warum tu' ich das
Und warum bist du trotzdem für mich da
Denn ich tu' dir weh, indem ich sag'
Daß ich dich gerne magYou might also likeEmbed"
Pop,Herbert Grönemeyer,Total egal,1982,Kino,1980,"Kino LyricsEr war sehr gern allein
Sein Leben war der Film
Saß immer im Kino
Fast egal, was da lief

Er liebte den Raum
Fühlte sich hier zuhaus
Und immer wenn's brutal wurde
Flippte er aus

Für ihn war Gewalt
Das Töten und Sterben ganz normal
Er fand es toll
Wenn sie lachten und schrien
Irgendwas muß daran doch sehr schön sein
Irgendwas muß daran doch sehr schön sein
Es hat ihn fasziniert
Es hat ihn verführt, es selbst zu tun
Ich möcht' spüren, wie es ist
Wenn man einen umbringt
Ich hab's schon so oft gesehen
Ich will's ausprobieren
Einmal nur spüren

Ich möchte sehen, wie es ist
Wenn einer umsinkt, wenn einer stirbt
Nicht im Film
Einfach live
Mal sehen, wie das ist

Er war kein Bisschen nervös
Hatte ein Messer gekauft
Saß wie immer im Kino
Ihm war egal, was da lief

Stach einfach zu
Direkt neben sich
Er sah in Zeitlupe
Jeden einzelnen Stich

Er hat es geschafft, schon vorbei
Er fühlte noch nicht viel
Genau wie im Film hatte er getötet
Was soll denn daran so schlimm sein
Was soll denn daran so schlimm sein
Sie haben ihn verhört
Das hat ihn verstört, leicht verwirrt
You might also likeIch wollt nur spüren, wie es ist
Wenn man einen umbringt
Ich hab's schon so oft gesehen
Ich wollt es ausprobieren
Einmal nur spüren

Ich wollt' sehen, wie es ist
Wenn einer umsinkt, wenn einer stirbt
Nicht im Film
Einfach live
Mal sehen, wie das istEmbed"
Pop,Herbert Grönemeyer,Total egal,1982,Darf ich mal,1980,"Darf ich mal LyricsIch treff' sie jeden Morgen
An der Busstation
Mein Herz klopft bis zum Hals
Ich kenne das schon
Darf ich 'mal meine Gefühle ihnen zeigen
Darf ich 'mal, ich kann nicht länger schweigen

Ich sage, oh Liebling
Das hab ich mich sonst nie getraut
Ich sage, oh Liebling
Sind sie gut gebaut
Darf ich 'mal ihre Hand ein wenig halten
Darf ich 'mal ihren Abend gestalten
Ich bin vielleicht nicht sehr geschickt
Aber ich hätt' sie gern ein wenig beglückt
Darf ich 'mal, oh welche Qual

Sie sind die Frau meiner Träume
Und meiner Phantasie
Darf ich mal kurz erwähnen
Ich liebe sie
Darf ich 'mal einen Arm um sie legen
Darf ich 'mal, oder ist das verwegen

Oh Liebling, sei'n sie mir nicht bös'
Ich bin eben noch ein wenig nervös
Darf ich 'mal, ich find' sie kolossal

Oh Liebling, sei'n sie nicht so stur
Ein ganz kleines Lächeln nur
Darf ich 'mal, geben sie mir ein Signal

Darf ich mal
Guck' mich nicht so komisch an
Laß' mich lieber an dich 'ran
Darf ich 'mal, gib mir ein SignalYou might also likeEmbed"
Pop,Herbert Grönemeyer,Gemischte Gefühle,1983,Kaufen,1980,"Kaufen Lyrics[Strophe 1]
Ich hab schon alles, ich will noch mehr
Alles hält ewig, jetzt muss 'was Neues her

Ich könnt' im Angebot ersaufen
Mich um Sonderposten raufen
Hab' diverse Kredite laufen, oh, was geht's mir gut

[Refrain]
Oh, ich kauf' mir was
Kaufen macht so viel Spaß
Ich könnte ständig kaufen geh'n
Kaufen ist wunderschön
Ich könnte ständig kaufen geh'n
Kaufen ist wunderschön
Ich kauf', ich kauf'
Was, ist egal
[Strophe 2]
Hat das Fräulein dann bei mir abkassiert
Was jetzt meins ist, schon nicht mehr interessiert

Bin ich erst im Kaufrausch
Frag' ich gleich nach Umtausch
Weil ich an sich nichts brauch', kaufen tut gut

[Refrain]
Oh, ich kauf' mir was
Kaufen macht so viel Spaß
Ich könnte ständig kaufen geh'n
Kaufen ist wunderschön
Ich könnte ständig kaufen geh'n
Oh, yeah, Kaufen ist wunderschön
Ich kauf', ich kauf'
Was, ist egal
Ich kauf', ich kauf'
Was, ist egal
Oh yeah, yeah, yeah, oh

[Bridge]
Vor lauter Augenweiden
Kann ich mich nicht entscheiden
Was muß ich Qualen leiden, oh, was soll ich tun
You might also like[Refrain]
Oh, ich kauf' mir was
Kaufen macht so viel Spaß
Ich könnte ständig kaufen geh'n
Kaufen ist wunderschön
Ich könnte ständig kaufen geh'n
Kaufen ist wunderschön
Ich kauf', ich kauf'
Was, ist egal
Ich kauf', ich kauf'
Was, ist egal

Oh, ich kauf' mir was
Kaufen macht so viel Spaß
Ich könnte ständig kaufen geh'n
Kaufen ist wunderschön
Ich könnte ständig kaufen geh'n
Kaufen ist wunderschön
Ich kauf', ich kauf'
Was, ist egal
Ich kauf', ich kauf'
Was, ist egal

[Outro]
Oh yeah, yeah, yeah, oh
Leih mir Geld
Leih mir Geld, ich kauf dir was
Und dir was und mir was
Oh yeah, oh
Oh Mama, Mama, Mama, Mama, Mama, Mama, Mama
Mama gib mir Geld, ich kauf dir was
Oh Mama, dir was und mir was
Und Papa und Mama
Und Bruder und Schwester
Und Opa und Onkel
Ich kauf euch allen was
Oh yeah, yeah, yeah, ohEmbed"
Pop,Herbert Grönemeyer,Gemischte Gefühle,1983,Komm zurück,1980,"Komm zurück Lyrics[Strophe 1]
Im warmen Hauch deiner Liebe
Lag ich wie im Sommerwind
Ein violettes Meer
Deine Zärtlichkeiten, das waren Zeiten

Irgendwo – ein Meer aus Farben
Irgendwo – im Hügelraum
Irgendwo – im Nichts der Narben

[Strophe 2]
Wenn ein neuer Tag vertan
Eine neue Nacht vergeben
Wenn ein neues Spiel verspielt
Eine neue Liebe ausgeliebt
Du bist mir so gegenwärtig
So vertraut, so Wirklichkeit
Du bringst es immer wieder fertig
Mich zu beherrschen nach so langer Zeit

[Refrain]
Komm zurück, ich liebe dich
Bleib' doch weg, ist mir auch egal
Du bist mir zu nah
Liebe, dieses klebrige Wort
Oh, komm zurück, ich liebe dich
Bleib' doch weg, ist mir auch egal
Du bist mir zu nah
Liebe, dieses klebrige Wort

[Strophe 3]
Es gab immer nur ein zusammen
Doch dann war da doch der Tag
Dass wir auseinanderkamen
So wie ein Blitz auf Donnerschlag

So wie die Zeit, als wir noch glaubten
Dass eine Sommerphantasie ein leichte Spiel sei
Für uns Turteltauben
Und ein Bereuen gibt es nie
You might also like[Refrain]
Oh, komm zurück, ich liebe dich
Bleib' doch weg, ist mir auch egal
Du bist mir zu nah
Liebe, dieses klebrige Wort

Oh, komm zurück, ich liebe dich
Bleib' doch weg, ist mir auch egal
Du bist mir zu nah
Liebe, dieses klebrige WortEmbed"
Pop,Herbert Grönemeyer,Gemischte Gefühle,1983,Kadett,1980,"Kadett Lyrics[Strophe 1]
Ich träum' vom Opel Kadett
Nur schlicht als Coupé
Den ich dann selbst ausstatten darf
Frei nach eigener Idee

Zuerst werden rundum die Scheiben
Mit bunten Bommeln gerahmt
Geflochtene Rückenstützen auf die Sitze
Damit das Kreuz nicht erlahmt
[Strophe 2]
Das Kissen mit der Autonummer
Von meiner Großmama gestickt
Kommt direkt neben den Dackel
Der mit dem Kopf unaufhörlich nickt

Und als Aircondition
Hab' ich einen Propeller ans Cockpit geklebt
Er macht den Wagen drei Kilometer schneller
Größte Hitze wird überlebt

[Refrain]
Susi ist viel schärfer als wie Gabi und Marie
Und wenn ich eine will, ja dann will ich nur sie
Und auch, wenn sie mich noch so sehr drängte
Mit ihr ging ich nicht ins Bett
Denn Heinzken ist noch viel schärfer
Und Heinz, das ist mein Kadett

[Strophe 3]
Silberne Plastikaufsätze auf die Felgen
Schwarze Rallyestreifen auf zartlila Lack
Mit ihnen und einer Fünfklangfanfare
Wird die Straße frei gemacht

Neben Lenkradfell noch ein Tannenbaum
Der sich zu Weihnachten beleuchten lässt
Und schließlich mach' ich noch hinten
Das Schild ""Anfänger"" fest
You might also like[Refrain]
Susi ist viel schärfer als wie Gabi und Marie
Und wenn ich eine will, ja dann will ich nur sie
Und auch, wenn sie mich noch so sehr drängte
Mit ihr ging ich nicht ins Bett
Denn Heinzken ist noch viel schärfer
Und Heinz, das ist mein Kadett

Susi ist viel schärfer als wie Gabi und Marie
Und wenn ich eine will, ja dann will ich nur sie
Und auch, wenn sie mich noch so sehr drängte
Mit ihr ging ich nicht ins Bett
Denn Heinzken ist noch viel schärfer
Und Heinz, das ist mein KadettEmbed"
Pop,Herbert Grönemeyer,Gemischte Gefühle,1983,Moccaaugen,1980,"Moccaaugen Lyrics[Strophe 1]
Ich sah dich und es war die Liebe
Wie man so sagt, auf einen Blick
Doch jetzt bin ich des Schlafens müde
Ich hasse ihn, den nächsten Fick

Ich habe Angst vor deinen Händen
Vor deinem Mund, vor deinem Blick
Du bist Plakat an meinen Wänden
Du bist der Dolch mir im Genick
[Refrain]
Ich hab' genug von deinen Moccaaugen
Ich hab' genug von dir, Cherie
Ich hab' es satt, mich weiter auszulaugen
Ich hab' es satt und c'est la vie

[Strophe 2]
Du warst die Inbrunst aller Brünste
Ich war das Fleisch in deinem Fleisch
Du Königin der Pornokünste
Und ich dein Liftboy, jung und weich

Von ganz weit her hör' ich dich rufen
Zum letzten Mal, nun mach' doch auf
Doch all den Monstern, die dich schufen
Mach' ich nie mehr die Türe auf

[Refrain]
Ich hab' genug von deinen Moccaaugen
Ich hab' genug von dir, Cherie
Ich hab' es satt, mich weiter auszulaugen
Ich hab' es satt und c'est la vie

[Strophe 3]
Du kommst herein und siehst mich pendeln
Mit einem Strick um meinen Hals
Jetzt ist es aus mit zartem Tändeln
Ich liebe dich und all den Schmalz
You might also likeZum letzten Mal fühl' ich es kommen
Fühl' wie's mir in die Hose geht
Hab' auch das Leben mir genommen
So weiß ich doch, dass er noch steht

[Refrain]
Ich hab' genug von deinen Moccaaugen
Ich hab' genug von dir, Cherie
Ich hab' es satt, mich weiter auszulaugen
Ich hab' es satt und c'est la vie
Ich hab' es satt und c'est la vieEmbed"
