Artist,Song,Language,Release_Date,Lyrics
Adam Angst,Blase aus Beton,"September 28, 2018",de,"6 ContributorsBlase aus Beton LyricsKomm mit, ich führe dich mal kurz durchs Haus
Alles neu, den ganzen Krempel raus
Wo all die Anderen sind?
Jetzt setz dich erstmal hin
Erzähl doch mal wie es draußen ist
Man kriegt hier schließlich wenig mit
Hier ist nichts, was dich bedrückt
Keine Gewalt, kein Nah-Ost-Konflikt
Wär schön, wenn das so bleibt, zu deiner eigenen Sicherheit
Sowieso nur Politik, wenn Trumps Toupet vom Schädel fliegt
Dazu brauch ich jetzt passende Musik

Denn ich bau mir eine Blase, eine Blase aus Beton
Meine heimliche Oase, mit Bodyguard und Starkstromzaun
All die Saboteure, die sich hier nicht amüsieren, werden stummgestellt und aussortiert
Don't fuck with harmony
Ich weiß nichts vom Tiere quälen und Brandstiftung in Gefängniszellen
Was war denn im Bataclan? Hab ich gar nicht mitbekommen
Pegida zieht durchs ganze Land, doch hier kommen irgendwie nur Katzen an
Ich kämpfe für geringsten Widerstand
You might also like

Denn ich bau mir eine Blase, eine Blase aus Beton
Meine heimliche Oase, mit Bodyguard und Starkstromzaun
All die Saboteure, die sich hier nicht amüsieren, werden stummgestellt und aussortiert
Don't fuck with harmonyEmbed"
Adaro,Es ist ein Schnee gefallen,,de,"1 ContributorEs ist ein Schnee gefallen LyricsEs ist ein Schnee gefallen
Und es ist doch nicht Zeit:
Man wirft mich mit dem Ballen
Der Weg ist mir verschneit
Mein Haus hat keinen Giebel
Es ist mir worden alt
Zerbrochen sind die Riegel
Mein Stübelein ist mir kalt
Ach Lieb, lass dich erbarmen
Dass ich so elend bin
Und schleuss mich in dein Arme:
So fährt der Winter hin
Ich hatt' mir erkoren
Ein minnigliches Leut
An den hab ich verloren
Mein Lieb und auch mein Treu
Das Liedlein sein gesungen
Von einem Fräulein fein
Ein ander' hat mich verdrungen
Dass muss ich gut la'n seinYou might also likeEmbed"
addeN,Nicht dein,"October 8, 2021",de,"1 ContributorNicht dein Lyrics

Ho
Hör gut zu
(Hehehe, mh)
Ahh

Oh Bitch (Bitch)
Tag und Nacht verbring' ich mit dein’ Freund (Freund)
Hinterlass' ein'n Aschenbecher voller Joints (Hahaha)
Was dachtest du, was mit uns läuft? (Was?)
Jeden Tag verarscht er dich erneut
All die Jahre hat er vor mir tausendmal bereut (Ohh)
Er wird sein ganzes Leben nur noch von mir träum’n (On point)
Fang schon mal an, die Wohnung für uns aufzuräum'n
Denn ich will den Abend heute nicht versäum'n
Keiner von uns weiß, was noch passiert
Ich bin kein Beziehungsmensch, doch glaub', er ist verliebt
Ich kann nichts dafür, dass du das alles gar nicht siehst (Oh-oh)
Es nervt so, wenn das Handy wegen SMSen piept

Du glaubst doch nicht im ernst, wenn du ihn stresst, dass er dich liebt
Im Auto hatten wir den besten Sex auf Kokain
Früher hat er dich genervt, du wolltest nichts von ihm
Meiner Meinung nach hast du den Mann hier nicht verdient (No, no)
You might also like
Du dachtest, du wärst der Jackpot
Aber das mit euch beiden ist vorbei
Bitch, es wird Zeit für 'n Headshot
Jetzt bin ich seine Nummer eins
Du dachtest, du wärst der Jackpot
Aber das mit euch beiden ist vorbei
Bitch, es wird Zeit für 'n Headshot
Jetzt bin ich seine Nummer eins

Ich kann nichts dafür, dass es dich immer wieder schockt (Oh)
Alles, was du sagst, ist einfach peinlich, oh mein Gott (Oh mein Gott)
Anonyme Anrufe geblockt
Ich hab' für die Sorgen einer anderen kein'n Kopf
Überleg dir lieber, was du heute für ihn kochst (Hahahaha)
Glätte dir das Haar und was du sonst noch alles machst (Ja, ja, ja)
Heutzutage leider nichts Besondres mehr, mein Schatz
Du weißt genau, dass er bei mir vorbeikommt heute Nacht (Oh)
Ich bin die Bitch auf dem Foto
Du beleidigst mich, findest mein’n Po groß
Bitch, du bist ihm zu dünn, ist doch logo
Dein Verhalten so sinnlos wie Novo

Du glaubst doch nicht im ernst, wenn du ihn stresst, dass er dich liebt
Im Auto hatten wir den besten Sex auf Kokain
Früher hat er dich genervt, du wolltest nichts von ihm
Meiner Meinung nach hast du den Mann hier nicht verdient
Du dachtest, du wärst der Jackpot
Aber das mit euch beiden ist vorbei (Vorbei)
Bitch, es wird Zeit für ’n Headshot
Jetzt bin ich seine Nummer eins
Du dachtest, du wärst der Jackpot (Jackpot)
Aber das mit euch beiden ist vorbei (-bei)
Bitch, es wird Zeit für 'n Headshot (Headshot)
Jetzt bin ich seine Nummer eins

Ich bin die Bitch auf dem Foto
Du beleidigst mich, findest mein’n Po groß
Bitch, du bist ihm zu dünn, ist doch logo
Dein Verhalten so sinnlos wie Novo
Ich bin die Bitch auf dem Foto
Du beleidigst mich, findest mein'n Po groß
Bitch, du bist ihm zu dünn, ist doch logo
Dein Verhalten so sinnlos wie NovoEmbed"
Adesse,4 Quadratmeter,"April 29, 2022",de,"1 Contributor4 Quadratmeter Lyrics

Ba-Ba-, Ba-Babe
Ba-Ba-Babe

Du weißt, ich hab' ein großes Herz aus Stein
Mir ist kalt und du lässt mich wieder rein
Heute Nacht fall'n wir aus der Zeit
Bis es hell wird liegt dein Body neben mei'm
Unsre Liebe schwimmt da irgendwo im Wein
Leere Flaschen um das Kingsize verteilt
Und wir beide war'n noch nie gut in Goodbyes
Unsre Welt zwei mal zwei
Vier Quadratmeter klein

Wolke sieben, Rauch im Licht von dem Beamer
Rolling Stones – „Paint It black“ immer wieder
Deine Blicke tiefer als 'n Swimming Pool
Ich tauch' ab, werde blind, mach' die Augen zu
Pigmente auf deiner Haut sind die Milchstraße
Zwischen uns und der Welt sind grad Lichtjahre
Deine Zunge schmeckt nach Rosen und Benzin
Bin die Pest, doch deine Lippen Medizin
You might also like
Du weißt, ich hab' ein großes Herz aus Stein
Mir ist kalt und du lässt mich wieder rein
Heute Nacht fall'n wir aus der Zeit
Bis es hell wird liegt dein Body neben mei'm
Unsre Liebe schwimmt da irgendwo im Wein
Leere Flaschen um das Kingsize verteilt
Und wir beide war'n noch nie gut in Goodbyes
Unsre Welt zwei mal zwei
Vier Quadratmeter klein

Be-be-be-bed-sheets der Fallschirm für unser'n Flug
Auf eintausend Meter und kriegen nicht genug
Deine Haut ist Porzellan, die Schatten spiegeln sich darin
Stößt mich weg, ziehst mich ran
Fliege Hand in Hand mit dir die Milchstraße lang
Zwei einsame Planeten, unsre Körper zieh'n sich an
Schwebende Magneten, mintgrüne Tapeten
Ums Bett, in dem wir liegen

Und wenn es Nacht wird, wähl' ich deine Nummer
Verlier mich in dei'm Body, wir geh'n zusamm'n unter
Und vielleicht willst du auch, dass ich bleib'
Und wenn der Morgen durch die Jalousien scheint
Du weißt, ich hab' ein großes Herz aus Stein
Mir ist kalt und du lässt mich wieder rein
Heute Nacht fall'n wir aus der Zeit
Bis es hell wird liegt dein Body neben mei'm
Unsre Liebe schwimmt da irgendwo im Wein
Leere Flaschen um das Kingsize verteilt
Und wir beide war'n noch nie gut in Goodbyes
Unsre Welt zwei mal zwei
Vier Quadratmeter klein

Ich hab' ein großes Herz aus Stein
Mir ist kalt und du lässt mich wieder rein
Heute Nacht fall'n wir aus der Zeit
Bis es hell wird liegt dein Body neben mei'mEmbed"
Adesse,Goodbyes (Live Version),"April 30, 2021",de,"1 ContributorGoodbyes (Live Version) Lyrics

Ey, ich weiß, war nicht cool wie ich mich einfach verpisst
Wie ich damals abgehauen bin
Ich hab' Angst vor mir selbst, fick' mich durch die halbe Stadt
Kann erst schlafen, wenn ich taub bin
Sitz' allein im Stripclub, schmeiße mit den Schein'n
Lass' sie fliegen, bis es hell wird
Glaub mir, keiner bleibt liegen
Ich stapel' Cash über Liebe
Ich bin gefährlich, hab' 'n zweites Gesicht
'N scheiß Egoist, ich bin nicht wie du
Deshalb musste ich weg
Doch Baby, ich schmeck' dich in jеdem Schluck
Doch scheißegal, wiе viel ich trink'
Ich kann nicht ändern, wie's zu Ende ging
Weil ich immer noch zu stolz und feige bin

Babe, es tut mir so leid
Ich schwör', ich war noch nie good in Goodbyes
Keine Pille, die den Schmerz heilt
Doch ich wünscht, wir hätten noch 'n bisschen Zeit
In meiner Brust schlägt kein Stein
Mann, ich hasse, wenn du weinst
Warum lass' ich dich allein?
Immer, wenn meine Mauern fall'n
Babe, es tut mir so leid
Ich schwör', ich war noch nie good in
Noch nie good in Goodbyes
You might also like
Nicht good in Goodbyes
Nein, nein, nein, nicht good
Nicht good in Goodbyes
Nein, nein, nein, nicht good
Nicht good in Goodbyes
Nein, nein, nein, nicht good, bye, bye, bye

Ich bin gefährlich, hab' 'n zweites Gesicht
'N scheiß Egoist, ich bin nicht wie du
Deshalb musste ich weg
Doch Baby, ich schmeck' dich in jedem Schluck
Doch scheißegal, wie viel ich trink'
Ich kann nicht ändern, wie's zu Ende ging
Weil ich immer noch zu stolz und feige bin

Babe, es tut mir so leid
Ich schwör', ich war noch nie good in Goodbyes
Keine Pille, die den Schmerz heilt
Doch ich wünscht, wir hätten noch 'n bisschen Zeit
In meiner Brust schlägt kein Stein
Mann, ich hasse, wenn du weinst
Warum lass' ich dich allein?
Immer, wenn meine Mauern fall'n
Babe, es tut mir so leid
Ich schwör', ich war noch nie good in
Noch nie good in Goodbyes
Nicht good in Goodbyes
Nein, nein, nein, nicht good
Nicht good in Goodbyes
Nein, nein, nein, nicht good
Nicht good in Goodbyes
Nein, nein, nein, nicht good, bye, bye, byeEmbed"
Adlersson,Der Kuss Des Homunculus,"May 8, 2020",de,"1 ContributorDer Kuss Des Homunculus Lyrics
Letzte Woche ging ich mit deiner Oma schwimmen
Da wollte die fette Sau den Sprungturm erklimmen
Doch zuvor bestieg diesen ein Homunculus
Der sein heißes Sperma auf die Treppen goss
Dafür badete der Strolch Kinder Becken
Und wollte seinen Schwanz in Kinder stecken
Doch der Anus der drei Jährigen war viel zu eng
Deshalb machte es kurz darauf ""Peng""
Petras Beckenknochen musste seinem riesen Glied weichen
Denn er zerbrach es mit seiner faust großen Eichel, yeah!
Als er letztendlich zum Orgasmus kam
Zerriss es des kindes zwölf Finger Darm
Überall verstreuten sich die Gedärme
Und auf dem Boden ergoss sich das Sperma, yeah!
Die Oma rutschte aus
Und landete auf der Stirn
Ihr Schädel zerbrach
Und er fickte ihr Hirn
Ein Samstag morgen in der Platte
Es weckt mich meine Morgenlatte
Es packt mich unbändige Lust
Ich rufe den Homunculus
Er gibt meiner Eichel einen Kuss
You might also likeIn einem Stall in Oberammergau
Schlag ich dir deine Nüsse blau
Du schreist auf grund der großen Schmerzen
Ich fiste dich mit Brennenden Kerzen
Es fließt weißer saft aus deinem Mund
Dein After wird auch langsam wund
Es nagt ein Wesen an deiner geschälten Nuss
Das ist der Kuss
Des Homunculus
Dann hol' ich nen fetten Zitter Aal
Er dringt tief ein, und zwar anal
Und anschließend in den Harn Kanal
Du leidest unter unbeschreiblichen Qualen
Parralel dazu werde ich ein Bild von dir malen
Damit befreie ich mich von Alltagsfrust
Und genieße einen Zungenkuss
Mit einem frisch geschälten
Homunculus
Jetzt spiele ich deiner Oma einen Streich
Und ertränke sie in einem Teich
Dann klopfe ich ihren Schädel weich
Und werd ihn penetrieren
Und denke dabei an Sex mit Tieren, yeah
Auch dem gehäutetem Eichelheer
Schmeckt meine Eichel sehr
Zum abend finger ich einen rasierten Bär
Dann fistet ihn mit seinem Fuß
Ein eingeölter Homunculus
Ich reiße dem mit den Zähnen die Ohren ab
Und fiste damit die Frau die dich geboren hat
Dann schlemm ich deine Ohrmuscheln aus
Und löffel dein Hirn mit nem Holzlöffel aus
Jetzt koch ich mir nen Tee aus deinen Socken
Und infizier den Unkel mit Windpocken
Es bewirkt den Erreger fluss
Durch den Kuss
Des
Homunculus

Embed"
Adlersson,Vielen Darm,"July 5, 2019",de,"3 ContributorsVielen Darm Lyrics

Vielen Darm für das Kleingeld
Vielen Darm, wie lieb von euch
Manchmal steck ich mir in den Arsch einen Strauß
Immer wird's das geben, einer der es halt braucht
Vielen Darm für die Blumen
Der Strauß steckt tief in mir
Es blutet die Rosette, es bleibt ein Souvenir
Es blutet auch der Enddarm, wie ein Lächeln von dir
Es blutet der ganze Hintern, drauf auf das Klavier
Was macht das schon, wenn ich kacke vor dir
Vielen Darm für die Blumen
Vielen Darm, wie lieb von euch

Gib mir dein Kleingeld du Dreckssau
Rück die Kohle raus
Her mit dem Kleingeld
Hmm mein Arschloch ist komplett ausgefranzt
Ohja tiefer, tiefer in meinen Daarrrrm
Dieser Blick, haha junge

Vielen Darm für das Kleingeld
Vielen Darm, wie lieb von euch
Manchmal steck ich mir in den Arsch einen Strauß
Immer wird's das geben, einer der es halt braucht
Vielen Darm für die Blumen
Der Strauß steckt tief in mir
Es blutet die Rosette, es bleibt ein Souvenir
Es blutet auch der Enddarm, wie ein Lächeln von dir
Es blutet der ganze Hintern, drauf auf das Klavier
Was macht das schon, wenn ich kacke vor dir
Vielen Darm für die Blumen
Vielen Darm, wie lieb von euchYou might also likeEmbed"
Ado Kojo,SCHEINEN,"May 31, 2019",de,"3 ContributorsSCHEINEN Lyrics

Yeah

Musik meine Liebe, doch sie hat mir viel zu viel genomm'n (yeah)
Verlust von Familie, Gefühle verbrenn'n, Schädel Chance
Verraten, verlassen, vergessen von allem und jedem (allem und jedem)
Gehustlet vom Hustle,gesessen, ich wollt' nur ein besseres Leben (besseres Leben)
Tag für Tag am tun, der Hit kam über Nacht (du liebst mich nicht)
Niemand außer mir hätte sie jemals dran gedacht (Shirin David)
Wach' auf in der Schweiz, mein Handy am Klingeln, hör' die Stimme von MoTrip (ja, ja)
„Endlich am Ziel, Bruder verdient, das Universal den Deal gibt“
Universal Deal, halbe Mio, nie wieder, nie wieder, nie wieder Kilos
Einmal das , doch unter Vertrag einfach nur Drama (einfach nur Drama)
Sie ließen mich raus, dann kam Bruder Osama

Ich war am Schein'n und die Scheine wurden bunter
Bin ich mal unten, ja, dann geb' ich einfach hundert
Ich ließ mich treiben, ja, ich glaube noch an Wunder
In diesem Leben holt mich einfach nichts mehr runter
Yeah, yeah, yeah
Ich war am Schein'n und die Scheine wurden bunter
Bin ich mal unten, ja, dann geb' ich einfach hundert
Ich ließ mich treiben, ja, ich glaube noch an Wunder
In diesem Leben holt mich einfach nichts mehr runter
Yeah, yeah, yeah
Ich war am Schein'n und die Scheine wurden bunter
Bin ich mal unten, ja, dann geb' ich einfach hundert
Ich ließ mich treiben, ja, ich glaube noch an Wunder
In diesem Leben holt mich einfach nichts mehr runter
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, hey
You might also like
Erleichtert bin ich, denn ich hatte Para (wooh)
Der erste Batz'n geht an Mama, Mama
Alle dachten mir geht's gut, weil Geld fließt (nein, nein)
Keine Zeile, wollte reimen, doch gefangen in Depris, Depris (uh)
All die Angst vor'm Bankrott (ich hatte Angst, ja)
Wurde wiedergebor'n, durch  und Gott (ich hatte Angst, ja)
Mike rief mich an, ich hebte nicht ab (mein Bester)
Sorry mein Bruder, mein Leben ist schon hart

Ich war am Schein'n und die Scheine wurden bunter
Bin ich mal unten, ja, dann geb' ich einfach hundert
Ich ließ mich treiben, ja, ich glaube noch an Wunder
In diesem Leben holt mich einfach nichts mehr runter
Yeah, yeah, yeah
Ich war am Schein'n und die Scheine wurden bunter
Bin ich mal unten, ja, dann geb' ich einfach hundert
Ich ließ mich treiben, ja, ich glaube noch an Wunder
In diesem Leben holt mich einfach nichts mehr runter
Yeah, yeah, yeah
Ich war am Schein'n und die Scheine wurden bunter
Bin ich mal unten, ja, dann geb' ich einfach hundert
Ich ließ mich treiben, ja, ich glaube noch an Wunder
In diesem Leben holt mich einfach nichts mehr runter
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah (ich glaube noch an Wunder)
Yeah, yeah, yeah, yeah (ja, ich glaube noch an Wunder)
Yeah, hey
Ich glaube noch an WunderEmbed"
Ado Kojo,In die Bank,"March 22, 2019",de,"2 ContributorsIn die Bank Lyrics

Ich und meine Brüder in die Bank rein (ja, ja)
Alle auf den Boden es ist Tatzeit (wooh)
Ich und meine Brüder in die Bank rein (skur, skur)
Alle meine Brüder, alle meine Brüder, yeah
Ich und meine Brüder in die Bank rein (in die Bank rein)
Alle auf den Boden es ist Tatzeit ()
Ich und meine Brüder in die Bank rein (in die Bank rein)
Alle meine Brüder, in die Bank, in die Bank, ey

Auf einmal wurde mir schwindelig (yeah)
Bauchgefühl so wie 'ne Achterbahn
Sag, warum, warum? (warum)
Sag mir bitte, warum linkst du mich?
Sag mir bitte, warum fickst du mich?
Ich hab’ doch alles getan
Ich hole dir Dolce und Gabbana (hahaha)
Du spritzt mir Shit in die Adern (niemals)
Doch du wolltest nur mein Para (Para, Para, Para)
Komm mir niemals mehr mit Haram

Lass' mich nicht ficken, denn ich habe nur ein Leben
Hab' dir gegeben und ich kann es dir auch nehmen
Lass’ mich nicht ficken, niemals, nie in diesem Leben
Hab' dir gegeben und ich kann es dir auch nehmen
You might also like
Ich und meine Brüder in die Bank rein (in die Bank rein)
Alle auf den Boden es ist Tatzeit ()
Ich und meine Brüder in die Bank rein (in die Bank rein)
Alle meine Brüder, in die Bank, in die Bank, ey

Ich hol' dir Dolce und Gabana (hahaha)
Du spritzt mir Shit in die Adern (niemals)
Doch du wolltest nur mein Para (Para, Para, Para)
Komm mir niemals mehr mit Haram

Ich hab' die Waffe immer dabei (dabei)
Zeilen wie Kugeln, sie fressen Blei (Blei, Blei, Blei)
Ich hab' die Waffe immer dabei (dabei-bei, Para)
Du weißt genau, was das für dich heißt

Lass' mich nicht ficken, denn ich habe nur ein Leben
Hab' dir gegeben und ich kann es dir auch nehmen
Lass' mich nicht ficken, niemals, nie in diesem Leben
Hab’ dir gegeben und ich kann es dir auch nehmen

Ich und meine Brüder in die Bank rein (in die Bank rein)
Alle auf den Boden es ist Tatzeit ()
Ich und meine Brüder in die Bank rein (in die Bank rein)
Alle meine Brüder, in die Bank, in die Bank, ey
Bleib noch, geh nicht, lass mich, ich geh nie wieder rein
Ich sitz’ nie mehr, reich mir die Hand, ich will nur heim
Ich schwör', ich geh’ nie wieder rein

Ich und meine Brüder in die Bank rein (in die Bank rein)
Alle auf den Boden es ist Tatzeit ()
Ich und meine Brüder in die Bank rein (in die Bank rein)
Alle meine Brüder, in die Bank, in die Bank, ey

Ich hab' die Waffe immer dabei (dabei)
Zeilen wie Kugeln, sie fressen Blei (Blei, Blei, Blei)
Ich hab' die Waffe immer dabei (dabei-bei)
Du weißt genau, was das für dich heißt (heißt)Embed"
Adolar,Tanzkotzen,,de,"2 ContributorsTanzkotzen LyricsWir sehen jetzt alle so gut aus
Besser als bisher
Wir haben gelesen und verstanden
Wie es funktioniert
Wir müssen uns unterhalten
Über alles, was wir wollen
Wir werden Kippen drehen und blöd rumstehen
Meine Finger sind schon angeschwollen
Du fragst mich, was so passiert ist
In der letzten Zeit
Wo ich wohne, was ich mache
Und bin ich immer noch allein?
Chorus:
Du erzählst mir
Was ich heute abend alles machen kann
Tanzen
Du musst tanzen
Ich will kotzen
Darf nicht kotzen
Irgendwas liegt schwer im Magen
Du hast Virginia Woolf gelesen
Ich habe Virginia Woolf gelesen
Du hast Dürrenmatt gelesen
Ich habe Dürrenmatt gelesen
Du lebst in dieser Stadt
Ich lebe in dieser Stadt
Wir haben so viel gemeinsam
Klingt wundervoll, wenn du das sagst
You might also likeChorus:
Du erzählst mir
Was ich heute abend alles machen kann
Tanzen
Du musst tanzen
Ich will kotzen
Darf nicht kotzen
Irgendwas liegt schwer im Magen
Geh schon Tanzen
Du sollst tanzen
Ich will kotzen
Darf nicht kotzen
Irgendwas liegt schwer im Magen
Wenn es einfach wär', das alles abzustellen
Könnten wir aufhören, uns freundlich anzusehen
Wenn es einfach wär', das alles abzustellen
Könnten wir aufhören, uns freundlich anzusehen
Wenn es einfach wär', das alles abzustellen
Könnten wir aufhören, uns freundlich anzusehen
Wenn es einfach wär', das alles abzustellen
Könnten wir aufhören, uns freundlich anzusehen
Als ob es einfach wär', das alles abzustellen
Wir werden uns jetzt öfter sehen
Bis bald (Geh schon Tanzen, du musst tanzen)
Bis bald (Ich will kotzen, darf nicht kotzen)
Bis bald (Geh schon Tanzen, du musst tanzen)
Bis baldEmbed"
Adolar,Schreib etwas auf,,de,"2 ContributorsSchreib etwas auf LyricsMach den PC an, gib deinen Geheimcode ein
Es gibt heute sehr viel zu tun
Der Schreibtisch ist voll, du musst da durch
Keine Zeit, sich auszuruhen
Reiß ein Paket auf, lehn dich zurück
Hol tief Luft und dann drückst du auf Play
Du hast das alles schonmal gehört
Es wird Zeit für'n Kaffee
Ihr hört euch Platten an und schreibt etwas auf
Ihr hört euch Platten an und schreibt etwas auf
Schreib
Schreib etwas auf
Jetzt mach schon
Du brauchst'ne Headline, dann kommt der Querverweis
Und jetzt ein schönes Zitat
Die Interpretation sagt, was du drauf hast
Schlusswort, das war's
Ihr hört euch Platten an und schreibt etwas auf
Ihr hört euch Platten an und schreibt etwas auf
Schreibt etwas auf
You might also likeSchreib
Schreib etwas auf
Jetzt mach schonEmbed"
Adoro,Liebe ist alles,"November 21, 2008",de,"1 ContributorLiebe ist alles LyricsHast du nur ein Wort zu sagen
Nur einen Gedanken dann
Lass es Liebe sein
Kannst du mir ein Bild beschreiben
Mit deinen Farben dann
Lass es Liebe sein
Wenn du gehst
Lieber gehst
Schau mir nochmal ins Gesicht
Sag's mir oder sag es mir nicht
Dreh dich bitte nochmal um
Und ich seh's in deinen Blick
Lass es Liebe sein
Lass es Liebe sein
Hast du nur noch einen Tag
Nur eine Nacht dann
Lass es Liebe sein
Lass es Liebe sein
Hast du nur noch eine Frage die ich nie zu fragen wage dann
Lass es liebe sein
Wenn du gehst
Lieber gehst
You might also likeSchau mir nochmal ins Gesicht
Sag's mir oder sag es nicht
Dreh dich bitte nochmal um
Und ich seh's in deinen Blick
Lass es Liebe sein
Lass es Liebe sein
Das ist alles wir brauchen
Doch viel mehr als große Worte
Lass es alle hinter dir
Fang nochmal von vorne an denn
Liebe ist alles
Liebe ist alles
Liebe ist alles
Alles was wir brauchen
Lass es Liebe sein
Lass es Liebe sein
Lass es Liebe sein
Dass ist alles was wir brauchen
Noch viel mehr als große Worte
Lass das alles hinter dir
Fang nochmal von vorne an denn
Liebe ist alles
Liebe ist alles
Liebe ist alles
Alles was wir brauchen lass es Liebe sein
Lass es Liebe sein
Lass es Liebe sein
Lass es Liebe sein
Lass es Liebe seinEmbed"
Adoro,Geboren um zu leben,,de,"1 ContributorGeboren um zu leben Lyrics
Es fällt mir schwer ohne dich zu leben
Jeden Tag zu jeder Zeit einfach alles zu geben
Ich denk' so oft zurück an das was war
An jedem so geliebten vergangenen Tag
Ich stell' mir vor, dass du zu mir stehst
Und jeden meiner Wege an meiner Seite gehst
Ich denke an so vieles seitdem du nicht mehr bist
Denn du hast mir gezeigt wie wertvoll das Leben ist

Wir waren geboren um zu leben
Mit den Wundern jener Zeit
Sich niemals zu vergessen
Bis in alle Ewigkeit
Wir waren geboren um zu leben
Für den einen Augenblick
Bei dem jeder von uns spürte
Wie wertvoll Leben ist

Es tut noch weh wieder neuen Platz zu schaffen
Mit gutem Gefühl etwas Neues zu zulassen
In diesem Augenblick bist du mir wieder nah
Wie an jedem so geliebten vergangenen Tag
Es ist mein Wunsch wieder Träume zu erlauben
Ohne Reue nach vorn in eine Zukunft zu schaun
Ich sehe einen Sinn seitdem du nicht mehr bist
Denn du hast mir gezeigt wie wertvoll mein Leben ist
You might also like

Wie wertvoll Leben ist
Wir waren geboren um zu leben
Mit den Wundern jener Zeit
Geboren um zu leben


Wir waren geboren um zu leben
Für den einen Augenblick
Bei dem jeder von uns spürte
Wie wertvoll Leben istEmbed"
Advanced Chemistry,Dir fehlt der Funk (LP Version),1996,de,"2 ContributorsDir fehlt der Funk (LP Version) LyricsIntro

Der funk, der zaubertrank, des körpers
Des körpers kompaß des verstands hygiene
Tötet in dir die bequeme hyäne
Der ich auflauer, mit ausdauer
Denn sie macht süßes blut sauer, auf dauer
Der funk ist
Wenn ich aus dem stegreif den klang begreif
Rembetika mitpfeif nicht steif rumkeif
Versuch zu verstehn was der künstler verlegt live
Der funk ist
Wenn ich goethes sätze schätze wie komplexe gewächse
Verhexte texte aber dann wechsle die plätze
Die norm zersetze verletze
Mit der weisheit des penners an der ecke vernetze
Der funk ist
Wenn der bass mit aller macht in die gedärme kracht
Milzbrand entfacht auf drei fünf und acht
Mal heftig dann sacht adrenalin die macht
Übernimmt, den willen niederringt, den körper niederzwingt
Und ihn wirft in die bewegungsschlacht
Damit der funk gedeihe und nicht die konterfeie du laie
Denn dir fehlt der funk
You might also like
Du kommst so, hast ein sehr gut gepolstertes konto
Lebst komfortabel auch sonst so
Geld, bei mir ein manko, bin des öfteren blanko
Hab was, bin froh, lade dich ein zum wein, ich mein
Vino aus san pelegrino, zum essen zum kino
Dein reiz sitzt im geiz du kneifst denn du weißt
Denkst das heißt daß du mir im gegenzug das gleiche erweist
Aber nicht begreifst daß ich gern gebe, gern nehme
Daß in meiner welt geld nicht freundschaft beweist
Denn dir fehlt der funk
Für dich hab ich dies lied in petto
In deinem mentalen ghetto wo brutto schnell wird zu netto
Wie im lotto, zufall das motto
Ich schick dir dies lied als brief und bezahl das porto du otto
Damit der funk fließe, sich über dich ergieße du stiesel
Denn dir fehlt der funk

Dir fehlt der funk du freak du fliegst flach
Eine feine flank von meiner funk flak verflixt
Du liegst, horch, steif wie ein storch
Dessen beine sind morsch, und ich frag mich forsch
Wie ist es möglich so funklos zu sein
Wie ist es möglich so funklos zu sein
Lausche schaue, koste und kaue
Durchschaue genaue rauhe zusammengebaute laute
Und haue sie rein, baue sie ein, in deine norm, enorm
Sie passen nicht in deine form, von vorn
Wenn ich versetzte sätze bastle
Deinen funklosen flow antaste, ihn rasple, ihm falle zu laste
Ohne daß ich verhasple, im fortschritt wachse
Über horizonte krachsle
Und du das nicht erkennst, ablenkst
Verkrampft laut flennst und das verhaspeln nennst
Dann fehlt dir der funk
Strophe 4
Dinge...die dir fremd sind, dinge...du bist blind
Dinge...du mußt lernen, dinge...wie ein kleinkind
Dinge außerhalb deines radius, du bist verloren, adios
Du rückst ins fadenkreuz hinein
Das wird das ende deiner funklosigkeit sein
Ich bin am zug, zieh am abzug
Und schieß dir funkigen scheiß direkt vor den bug
Ich komme eckig, dreckig, mit reimtechnik
Es ist dir zu heftig, zu deftig, zu kräftig
Es entsteht hektik, skeptik 
Für manche zu lang, ich mache länger
Für die empfänger, sie sind erkenner 
Verschiedene zähler der funk ist der nenner
So grübel über möchtegernübel 
Die ich wie hügel mit verbaler prügel
Glatt bügel und zügel, platt dübel und kübel...Embed"
